Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
World,º World,2006,BiocapPerCap,0.0552061128971483,0,0.508539781242976,0.163607718690422,0.79687594135939,0.232447699327339,1.75667725351728,3A,null
World,º World,2006,EFConsPerCap,0.0552061128971483,1.66162666374251,0.508539781242977,0.0944680584874764,0.295995959322516,0.16240664464097934,2.7782440101574606,3A,null
World,º World,2007,BiocapPerCap,0.0559881790908701,0,0.510036271243735,0.161410504737797,0.784827162336768,0.229071767277423,1.74133388468659,3A,null
World,º World,2007,EFConsPerCap,0.0559881790908701,1.707312261057,0.510036271243735,0.0919327092842852,0.295070220938909,0.16021513977425464,2.8205553764174556,3A,null
World,º World,2008,BiocapPerCap,0.0584953025939903,0,0.527679511714146,0.161035967393329,0.773468425233177,0.226417001710776,1.74709620864542,3A,null
World,º World,2008,EFConsPerCap,0.0584953025939903,1.7097875142492,0.527679511714146,0.089788351552943,0.277896489678834,0.15784527924207817,2.8214918605768133,3A,null
World,º World,2009,BiocapPerCap,0.0582747324191944,0,0.51888477862471,0.159788883437422,0.760109582354316,0.221620087960556,1.7186780647962,3A,null
World,º World,2009,EFConsPerCap,0.0582747324191944,1.65337829447049,0.51888477862471,0.088232850345184,0.262889200251567,0.15588703933368803,2.73754651986189,3A,null
World,º World,2010,BiocapPerCap,0.0586694976393553,0,0.515696509130071,0.157394604630434,0.750906083057366,0.218131341420481,1.70079803587771,3A,null
World,º World,2010,EFConsPerCap,0.0586694976393553,1.75154849160888,0.515696509130071,0.0875506792215721,0.277226665196224,0.15059446586730024,2.8412866953587868,3A,null
World,º World,2011,BiocapPerCap,0.0597578242227756,0,0.523288153031894,0.154681138602778,0.74027395737924,0.214225765075741,1.69222683831243,3A,null
World,º World,2011,EFConsPerCap,0.0597578242227756,1.77002395171779,0.523288153031894,0.0866766569261949,0.279973369913101,0.14685915401143507,2.8665796890614494,3A,null
World,º World,2012,BiocapPerCap,0.0591016558843936,0,0.514994562472362,0.152683238589403,0.728494838711435,0.211175284098191,1.66644957975578,3A,null
World,º World,2012,EFConsPerCap,0.0591016558843936,1.73652599365581,0.514994562472362,0.0874067508617167,0.277633722121804,0.14655140305500874,2.8222152141437995,3A,null
World,º World,2013,BiocapPerCap,0.0619581072197944,0,0.534674826037538,0.151469692083616,0.717136644006524,0.209108760697015,1.67434803004449,3A,null
World,º World,2013,EFConsPerCap,0.0619581072197944,1.74280527859913,0.534674826037538,0.0900454322022939,0.27777028568852,0.14455027040912985,2.8518055137330798,3A,null
World,º World,2014,BiocapPerCap,0.0629018102294931,0,0.539552099649781,0.150126087212319,0.705850128083085,0.207576231717931,1.66600635689261,3A,null
World,º World,2014,EFConsPerCap,0.0629018102294931,1.70881284720462,0.539552099649782,0.0926695282344192,0.276533860634138,0.14368355295775764,2.824152597113645,3A,null
World,º World,2015,BiocapPerCap,0.0628905282165059,0,0.53665957155924,0.148880474436954,0.693635049914507,0.203380968503888,1.64544659263109,3A,null
World,º World,2015,EFConsPerCap,0.0628905282165059,1.67369543988816,0.53665957155924,0.0907537210994849,0.271158881882454,0.14206210674605643,2.7772206063138762,3A,null
World,º World,2016,BiocapPerCap,0.0632943452626243,0,0.533644534533456,0.146705574957588,0.684584192120203,0.201522063719418,1.62975071059329,3A,null
World,º World,2016,EFConsPerCap,0.0632943452626243,1.64623477546605,0.533644534533456,0.089759144278478,0.273495416153183,0.1402092004559269,2.7466358453739463,3A,null
